model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,tx_cost_bps,periods_per_year,fold
zero_score,17920,256,0.0018803960343075799,0.029602213887851107,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,50.4,fold_2019_2021_to_2023
rolling_momentum_21d,8960,128,0.012267242944931691,0.07901850165204215,0.5016741071428571,0.053175565276596226,0.05557435117745802,2.805247297537475,3.156171681830528,1.9804820122998206,0.19141908649905293,0.09126514067576387,2.0973954029074946,-0.1875365909864455,0.5069294260293407,0.48614371174362647,0.16238839285714285,10.0,50.4,fold_2019_2022_to_2023h2
rolling_mean_5d,8960,128,0.0020731615793457606,0.030766311278051833,0.5089285714285714,0.03674749558997418,0.04910445152236159,1.956039584813136,2.9442192979488433,1.847482946958012,0.12799414408805748,0.09219210329102406,1.3883417290526137,-0.15068197457324095,0.3712787786363365,0.32506449292205075,0.36104910714285715,10.0,50.4,fold_2019_2022_to_2023h2
ridge_finance_only,8960,128,0.0020183658291121425,0.030199064588539177,0.5174107142857143,-0.00206641857917084,0.03138290652578679,-0.12638574299069757,2.2236073350477326,1.3953025289568004,-0.027152003232317753,0.08363916975997154,-0.32463262500379697,-0.24630306588415357,-0.0017431828122355941,-0.06895746852652128,0.5251116071428571,10.0,50.4,fold_2019_2022_to_2023h2
ridge_wind_weather_only,8960,128,0.0020166351283730827,0.030210230655370453,0.49955357142857143,0.013050374288547002,0.008595275345668126,0.9080745361451702,0.6020026610799437,0.37775367179454733,-0.02777511001302455,0.07228991466120842,-0.3842183262104331,-0.18120495497603956,0.01574575234787417,-0.07053996193784012,0.6741071428571428,10.0,50.4,fold_2019_2022_to_2023h2
ridge_price_only,8960,128,0.002020630854720966,0.030228905950629808,0.4861607142857143,-0.031485128183524655,-0.027114338565026756,-2.1986109753687777,-1.9128351463278626,-1.200294528211486,-0.1380790368427946,0.07459259685848574,-1.8511091268849769,-0.4054552150819879,-0.2758197761086846,-0.35067691896582753,0.5848214285714286,10.0,50.4,fold_2019_2022_to_2023h2
ridge_full,8960,128,0.002034270969503126,0.030412659117165536,0.48158482142857145,-0.033149310075596086,-0.02730129482949679,-2.1847256814256486,-1.8425202682787227,-1.156172292410736,-0.11744238250169259,0.07260963375149866,-1.6174490413163474,-0.44629690802414174,-0.26490922540112405,-0.2982663682582669,0.2606026785714285,10.0,50.4,fold_2019_2022_to_2023h2
country_sector_dummy,8960,128,0.0020293092917816422,0.030347228375008722,0.48203125,-0.04110373716091337,-0.04210211402490703,-2.3725559919665407,-2.3954527517877815,-1.5031346721539172,-0.15936226131798328,0.08669482948296635,-1.8381979902191805,-0.6533992021851333,-0.4037295525536083,-0.4047295525536083,0.0078125,10.0,50.4,fold_2019_2022_to_2023h2
ridge_country_features_only,8960,128,0.0020293092917816422,0.030347228375008722,0.48203125,-0.04110373716091337,-0.04210211402490703,-2.3725559919665407,-2.3954527517877815,-1.5031346721539172,-0.15936226131798328,0.08669482948296635,-1.8381979902191805,-0.6533992021851333,-0.4037295525536083,-0.4047295525536083,0.0078125,10.0,50.4,fold_2019_2022_to_2023h2
lagged_return_reversal,8960,128,0.0021406577557113076,0.031155719187166524,0.49330357142857145,-0.04290715467358348,-0.04616389096456264,-2.2829435930890005,-2.7764869689839067,-1.742231745856193,-0.19532115955425414,0.09785990075588354,-1.9959264013714124,-0.5757528940955037,-0.3904823099790582,-0.49605373855048673,0.8247767857142857,10.0,50.4,fold_2019_2022_to_2023h2
elasticnet_full,8960,128,0.0020239833082172174,0.030302628071029635,0.4792410714285714,-0.03916610875920688,-0.049648804051053694,-2.213037147580074,-3.0254309137734188,-1.8984428314460107,-0.11242963652288097,0.0837592279140126,-1.3422955216146633,-0.4731871903047666,-0.2541070133914438,-0.2855355848200152,0.24553571428571427,10.0,50.4,fold_2019_2022_to_2023h2
zero_score,8960,128,0.002017361983888579,0.030211947098783158,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,50.4,fold_2019_2022_to_2023h2
ridge_wind_weather_only,9100,130,0.0018409107665422302,0.029066000354113896,0.5142857142857142,0.02151385937307779,0.01872571320621331,1.6361538963254054,1.268571898696654,0.7898755645572713,0.005119341431546178,0.06769975870065138,0.07561831134705242,-0.18620584292418496,0.10920465051787703,0.013204650517877045,0.7384615384615385,10.0,50.4,fold_2019_2023_to_2024h2
lagged_return_reversal,9100,130,0.0019205553019240361,0.02983891400621456,0.503956043956044,0.029093316426751885,0.0173925802314755,1.5459057075828238,0.9563902145931912,0.5954958181439962,0.004091086692051091,0.09496985989519187,0.04307773746919274,-0.21203889168012768,0.12548097757870325,0.010552406150131782,0.8840659340659339,10.0,50.4,fold_2019_2023_to_2024h2
ridge_finance_only,9100,130,0.0018416370939394184,0.029068787395967476,0.4969230769230769,0.018729298610573628,-0.0034701447960197953,1.2274066690731449,-0.23603782564449316,-0.14696881665072828,-0.019128484464103042,0.07293322575687133,-0.2622739398346284,-0.16251961769366888,0.012803512294972279,-0.04933934484788483,0.478021978021978,10.0,50.4,fold_2019_2023_to_2024h2
rolling_mean_5d,9100,130,0.0019044197123810214,0.02963227360710017,0.49252747252747253,-0.008993547888320571,-0.012545189498155739,-0.5096072654820691,-0.7496260225751422,-0.4667542126675709,-0.03634196782468748,0.08022600831661816,-0.4529948402924534,-0.2758276841772234,-0.04381063129383671,-0.09373920272240818,0.384065934065934,10.0,50.4,fold_2019_2023_to_2024h2
ridge_price_only,9100,130,0.0018457537756249678,0.02908915210910528,0.5079120879120879,-0.03606688469272698,-0.01751477964093461,-2.8939824193866106,-1.255005000432511,-0.7814281431405657,-0.1376974840343491,0.06531071001988015,-2.1083446190132507,-0.3722348625025468,-0.279100653263202,-0.35517208183463056,0.5851648351648352,10.0,50.4,fold_2019_2023_to_2024h2
rolling_momentum_21d,9100,130,0.0109423846926468,0.07140503841550672,0.48406593406593407,0.010405627951543258,-0.01827722774187067,0.5772553846850667,-1.0588135696540921,-0.6592696613811816,-0.02450078920706529,0.09339968382191995,-0.2623219716008847,-0.33483058089463535,-0.039339337240446165,-0.06319648009758905,0.1835164835164835,10.0,50.4,fold_2019_2023_to_2024h2
elasticnet_full,9100,130,0.0018446543191271163,0.02911248499673317,0.47417582417582416,-0.01075113330284633,-0.02120820443276284,-0.6570843179108486,-1.477584134420241,-0.9200169131565623,-0.047125437336785335,0.07838443838197555,-0.6012090959577737,-0.3563204758862998,-0.08469656455916863,-0.12155370741631139,0.2835164835164835,10.0,50.4,fold_2019_2023_to_2024h2
ridge_full,9100,130,0.0018557199411179497,0.029225863533616853,0.4806593406593407,-0.04400437849096171,-0.0468924974650638,-2.9315741711790713,-3.6335650743462717,-2.2624372078583668,-0.17835660488020902,0.07408288972531,-2.407527642908272,-0.5216432287927464,-0.4183325125878407,-0.4600467983021264,0.32087912087912085,10.0,50.4,fold_2019_2023_to_2024h2
country_sector_dummy,9100,130,0.0018545056349271779,0.029205175469681627,0.46186813186813186,-0.06408801081339859,-0.07812635600983783,-4.3449567042907224,-6.265353323788029,-3.9011186507145177,-0.23817123907859938,0.07115508500963838,-3.3472131899826656,-0.6704776733328912,-0.6133305769884508,-0.6143305769884508,0.007692307692307693,10.0,50.4,fold_2019_2023_to_2024h2
ridge_country_features_only,9100,130,0.0018545056349271779,0.029205175469681627,0.46186813186813186,-0.06408801081339859,-0.07812635600983783,-4.3449567042907224,-6.265353323788029,-3.9011186507145177,-0.23817123907859938,0.07115508500963838,-3.3472131899826656,-0.6704776733328912,-0.6133305769884508,-0.6143305769884508,0.007692307692307693,10.0,50.4,fold_2019_2023_to_2024h2
zero_score,9100,130,0.001842515856370002,0.02907146960144187,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,50.4,fold_2019_2023_to_2024h2
